id,word,root,part_of_speech,meaning,link
7083,אִינְטֶרְנֶט,-,Noun – masculine,internet,/dict/7083-internet/
8673,אֵינְסוֹף,-,Noun – masculine,infinity,/dict/8673-einsof/
8674,אֵינְסוֹפִי,-,Adjective,"infinite, endless",/dict/8674-einsofi/
8343,אֵינְסְפוֹר,-,Adverb,"myriad, countless",/dict/8343-einsfor/
5805,אֵיפֹה,-,Adverb,where?,/dict/5805-eifo/
5578,אִיּוּר,א - י - ר,"Noun – kittul pattern, masculine",illustration,/dict/5578-iyur/
2566,לְאַייֵּר,א - י - ר,Verb – pi'el,to illustrate,/dict/2566-leayer/
8073,אֵירוֹפָּה,-,Noun – feminine,Europe,/dict/8073-eiropa/
8074,אֵירוֹפִּי,-,Adjective,European,/dict/8074-eiropi/
93,לְאַייֵּשׁ,א - י - שׁ,Verb – pi'el,"to man, to staff",/dict/93-leayesh/
8588,אִיּוּשׁ,א - י - שׁ,"Noun – kittul pattern, masculine","manning, staffing",/dict/8588-iyush/
6659,אִישׁוֹן,-,Noun – masculine,pupil (eye),/dict/6659-ishon/
2454,לְאַייֵּת,א - י - ת,Verb – pi'el,to spell (a word),/dict/2454-leayet/
8407,אִיּוּת,א - י - ת,"Noun – kittul pattern, masculine",spelling,/dict/8407-iyut/
6502,אֵיתָן,-,Adjective,"strong, stable, steadfast",/dict/6502-eitan/
6503,אֵיתָנוּת,-,Adjective,"steadfastness, firmness",/dict/6503-eitanut/
6257,אַךְ,-,Conjunction,"but, yet, however",/dict/6257-ach/
95,לְהִתְאַכְזֵב,א - כ - ז - ב,Verb – hitpa'el,to be disappointed,/dict/95-lehitachzev/
5505,מְאוּכְזָב,א - כ - ז - ב,Adjective – mekuttal pattern,disappointed,/dict/5505-meuchzav/
94,לְאַכְזֵב,א - כ - ז - ב,Verb – pi'el,"to disappoint, to let down",/dict/94-leachzev/
8186,אַכְזָבָה,א - כ - ז - ב,"Noun – kattala pattern, feminine",disappointment,/dict/8186-achzava/
96,לְהִתְאַכְזֵר,א - כ - ז - ר,Verb – hitpa'el,"to be cruel, to ill treat (אל)",/dict/96-lehitachzer/
7779,אַכְזָרִיּוּת,א - כ - ז - ר,Noun – feminine,cruelty,/dict/7779-achzariyut/
6959,אַכְזָרִי,א - כ - ז - ר,Adjective,"cruel, merciless",/dict/6959-achzari/
30,לֶאֱכוֹל,א - כ - ל,Verb – pa'al,to eat,/dict/30-leechol/
97,לְהֵיאָכֵל,א - כ - ל,Verb – nif'al,to be eaten,/dict/97-leheachel/
99,לְהַאֲכִיל,א - כ - ל,Verb – hif'il,"to feed (ב- ,את)",/dict/99-lehaachil/
3416,אוֹכֶל,א - כ - ל,"Noun – kotel pattern, masculine",food,/dict/3416-ochel/
3417,אַכְלָן,א - כ - ל,"Noun – katlan pattern, masculine",glutton,/dict/3417-achlan/
7540,הַאֲכָלָה,א - כ - ל,"Noun – haktala pattern, feminine","feeding, nutrition",/dict/7540-haachala/
8856,מַאֲכָל,א - כ - ל,"Noun – miktal pattern, masculine",food,/dict/8856-maachal/
8194,מַאֲכֶלֶת,א - כ - ל,"Noun – miktelet pattern, feminine","slaughtering knife, butcher's knife (lit.)",/dict/8194-maachelet/
98,לְאַכֵּל,א - כ - ל,Verb – pi'el,"to corrode, to erode",/dict/98-leakel/
6332,אֲכִילָה,א - כ - ל,"Noun – ktila pattern, feminine",eating,/dict/6332-achila/
6445,אָכוּל,א - כ - ל,Adjective – katul pattern,"eaten, devoured; preoccupied, consumed by something (in smichut)",/dict/6445-achul/
7011,מַכּוֹלֶת,א - כ - ל,"Noun – maktolet pattern, feminine","grocery, convenience store",/dict/7011-makolet/
100,לְאַכְלֵס,א - כ - ל - ס,Verb – pi'el,to populate,/dict/100-leachles/
102,לְהִתְאַכְסֵן,א - כ - ס - ן,Verb – hitpa'el,"to stay, to lodge",/dict/102-lehitachsen/
101,לְאַכְסֵן,א - כ - ס - ן,Verb – pi'el,"to lodge, to accommodate",/dict/101-leachsen/
7388,אַכְסַנְיָה,-,Noun – feminine,"hostel; hotel, lodgings, quarters (lit.)",/dict/7388-achsanya/
103,לֶאֱכוֹף,א - כ - ף,Verb – pa'al,"to enforce, to impose",/dict/103-leechof/
7769,אֲכִיפָה,א - כ - ף,"Noun – ktila pattern, feminine",enforcement (of law),/dict/7769-achifa/
104,לְהֵיאָכֵף,א - כ - ף,Verb – nif'al,"to be enforced, to be imposed",/dict/104-leheachef/
4820,אִכְפַּת,-,Adverb,"to concern, to worry, to have to do about (ל-)",/dict/4820-ichpat/
7210,אִיכָּר,א - כ - ר,Noun,"farmer, peasant",/dict/7210-ikar/
2682,אֶל,-,Preposition,"to, towards, into",/dict/2682-el/
5261,אַל,-,Particle,don't (used for negative command),/dict/5261-al/
7560,אֵל,-,Noun – masculine,"god, deity",/dict/7560-el/
7464,אֶלָּא,-,Conjunction,"but; only, however",/dict/7464-ela/
8770,אֶלֶגַנְטִי,-,Adjective,elegant,/dict/8770-eleganti/
5716,אֵלֶה,-,Pronoun,these,/dict/5716-ele/
5166,אַלָּה,-,Noun,"stick, club, bat",/dict/5166-ala/
7561,אֵלָה,-,Noun – feminine,goddess,/dict/7561-ela/
5717,אֵלוּ,-,Pronoun,these,/dict/5717-elu/
6408,אֱלוֹהַּ,-,Noun – masculine,God (rare),/dict/6408-eloah/
4592,אֱלוֹהִים,-,Noun – masculine,God (Judaism),/dict/4592-elohim/
8295,אִלּוּלֵי,-,Adverb,"were it not for, had it not been for",/dict/8295-ilulei/
8719,אֲלוּנְקָה,-,Noun – feminine,stretcher,/dict/8719-alunka/
8366,אַלְחוּט,-,Noun – masculine,"wireless, radio",/dict/8366-alchut/
8367,אַלְחוּטִי,-,Adjective,wireless,/dict/8367-alchuti/
5562,לְאַלְחֵשׁ,א - ל - ח - שׁ,Verb – pi'el,to anesthetize,/dict/5562-lealchesh/
6396,אֱלִיל,-,Noun – masculine,idol; deity,/dict/6396-elil/
8741,אַלְכּוֹהוֹל,-,Noun – masculine,alcohol,/dict/8741-alkohol/
4188,אֲלַכְסוֹן,-,Noun,diagonal,/dict/4188-alachson/
105,לְהֵיאָלֵם,א - ל - ם,Verb – nif'al,to be dumbfounded,/dict/105-lehealem/
7810,אַלִּימוּת,א - ל - ם,Noun – feminine,violence,/dict/7810-alimut/
3454,אַלִּים,א - ל - ם,Adjective – kattil pattern,violent,/dict/3454-alim/
3470,אִילֵּם,א - ל - ם,Adjective – kittel pattern,"mute, dumb (unable to speak)",/dict/3470-ilem/
7461,אֵלֶם,א - ל - ם,"Noun – ketel pattern, masculine","silence, speechlessness (lit.)",/dict/7461-elem/
6304,אַלְמוֹג,-,Noun – masculine,coral,/dict/6304-almog/
5358,אַלְמוֹנִי,-,Adjective,anonymous,/dict/5358-almoni/
106,לְהִתְאַלְמֵן,א - ל - מ - ן,Verb – hitpa'el,to become widowed,/dict/106-lehitalmen/
8877,אַלְמָן,-,Noun – masculine,widower,/dict/8877-alman/
7929,אַלְמָנָה,-,Noun,widow,/dict/7929-almana/
8333,אַלִּיפוּת,א - ל - ף,Noun – feminine,championship; being a champion,/dict/8333-alifut/
5879,אֶלֶף,א - ל - ף,"Noun – ketel pattern, masculine",thousand,/dict/5879-elef/
3308,אַלּוּף,א - ל - ף,"Noun – kattul pattern, masculine",champion; general (military),/dict/3308-aluf/
7725,אַלְפַּייִם,א - ל - ף,Adverb,"two thousand, 2000",/dict/7725-alpayim/
8277,מְאַלֵּף,א - ל - ף,"Noun – mekattel pattern, masculine",animal trainer,/dict/8277-mealef/
107,לְאַלֵּף,א - ל - ף,Verb – pi'el,"to tame, to train",/dict/107-lealef/
108,לְהֵיאָלֵץ,א - ל - ץ,Verb – nif'al,to be obliged,/dict/108-lehealetz/
5415,אִילּוּץ,א - ל - ץ,"Noun – kittul pattern, masculine","constraint, forcing, compulsion",/dict/5415-ilutz/
109,לְאַלֵּץ,א - ל - ץ,Verb – pi'el,"to force, to compel",/dict/109-lealetz/
7721,אִילְתּוּר,א - ל - ת - ר,"Noun – kittul pattern, masculine",improvisation,/dict/7721-iltur/
110,לְאַלְתֵּר,א - ל - ת - ר,Verb – pi'el,to improvise,/dict/110-lealter/
5213,אִם,-,Conjunction,if; whether,/dict/5213-im/
4844,אִמָּא,-,Noun,"mom, mother, mummy",/dict/4844-ima/
6355,אַמְבַּטְיָה,-,Noun – feminine,"🛁 bath, bathtub; bathroom",/dict/6355-ambatya/
111,לֶאֱמוֹד,א - מ - ד,Verb – pa'al,"to estimate, to gauge",/dict/111-leemod/
112,לְהֵיאָמֵד,א - מ - ד,Verb – nif'al,to be estimated,/dict/112-leheamed/
5635,אָמִיד,א - מ - ד,Adjective – katil pattern,"wealthy, affluent",/dict/5635-amid/
8448,אָמָה,-,Noun – feminine,"handmaid, female servant (archaic)",/dict/8448-ama/
8450,אַמָּה,-,Noun – feminine,cubit (measurement); forearm,/dict/8450-ama/
6590,אֶמוֹצְיוֹנָלִי,-,Adjective,emotional,/dict/6590-emotzyonali/
8678,אֲמִיתִּי,-,Adjective,"true; original, genuine, real",/dict/8678-amiti/
3919,לְאַמְלֵל,א - מ - ל - ל,Verb – pi'el,"to sadden, to make miserable",/dict/3919-leamlel/
7503,אוּמָּה,א - מ - ם,"Noun – kutla pattern, feminine","nation, people",/dict/7503-uma/
6610,אוֹם,א - מ - ם,"Noun – kotel pattern, masculine",nut (of a bolt),/dict/6610-om/
114,לְהַאֲמִין,א - מ - ן,Verb – hif'il,"to believe, to trust",/dict/114-lehaamin/
115,לְהִתְאַמֵּן,א - מ - ן,Verb – hitpa'el,"to train, to practise",/dict/115-lehitamen/
5296,מְאַמֵּן,א - מ - ן,"Noun – mekattel pattern, masculine","coach, trainer",/dict/5296-meamen/
7016,נֶאֱמָנוּת,א - מ - ן,Noun – feminine,"loyalty, faithfulness, devotion; trusteeship, trust fund",/dict/7016-neemanut/
5601,אוֹמְנָם,א - מ - ן,Adverb,"indeed, truly",/dict/5601-omnam/
4559,אוֹמָּנוּת,א - מ - ן,Noun – feminine,art,/dict/4559-omanut/
5608,אוּמָּן,א - מ - ן,Noun – masculine,"craftsman, artisan",/dict/5608-uman/
5593,אִימּוּן,א - מ - ן,"Noun – kittul pattern, masculine","training, exercise, practice",/dict/5593-imun/
4557,אָמִין,א - מ - ן,Adjective – katil pattern,"authentic, true; reliable, trustworthy",/dict/4557-amin/
4558,אוֹמָּן,א - מ - ן,Noun – masculine,artist,/dict/4558-oman/
4614,אֱמוּנָה,א - מ - ן,Noun,"faith, trust, confidence",/dict/4614-emuna/
4615,אָמֵן,א - מ - ן,Adverb,amen (liturgy),/dict/4615-amen/
8389,אֵמוּן,א - מ - ן,Noun,"confidence, faith, trust",/dict/8389-emun/
113,לְהֵיאָמֵן,א - מ - ן,Verb – nif'al,"to be credible, loyal, faithful",/dict/113-leheamen/
6036,לְאַמֵּן,א - מ - ן,Verb – pi'el,"to train, to coach someone",/dict/6036-leamen/
5609,אוּמָּנוּת,א - מ - ן,Noun – feminine,"craft, trade, occupation",/dict/5609-umanut/
7015,נֶאֱמָן,א - מ - ן,Adjective – niktal pattern,"loyal, faithful, devoted",/dict/7015-neeman/
7266,אִימּוּנִית,א - מ - ן,Noun – feminine,"track suit, training suit",/dict/7266-imunit/
117,לְהִתְאַמֵּץ,א - מ - ץ,Verb – hitpa'el,"to strain, to endeavour",/dict/117-lehitametz/
2416,לֶאֱמוֹץ,א - מ - ץ,Verb – pa'al,"to take courage, to be courageous (archaic)",/dict/2416-leemotz/
3317,אַמִּיץ,א - מ - ץ,Adjective – kattil pattern,"brave, courageous",/dict/3317-amitz/
4080,מַאֲמָץ,א - מ - ץ,"Noun – maktal pattern, masculine","effort, strain",/dict/4080-maamatz/
4604,אוֹמֶץ,א - מ - ץ,"Noun – kotel pattern, masculine","bravery, courage, valour",/dict/4604-ometz/
8363,אִימּוּץ,א - מ - ץ,"Noun – kittul pattern, masculine","adoption, fostering (child); espousal, adoption (idea, etc.)",/dict/8363-imutz/
116,לְאַמֵּץ,א - מ - ץ,Verb – pi'el,"to adopt; to support, to encourage, to strengthen",/dict/116-leametz/
3801,אָמוּר,א - מ - ר,Adjective – katul pattern,"should, supposed to; mentioned",/dict/3801-amur/
118,לְהֵיאָמֵר,א - מ - ר,Verb – nif'al,to be said,/dict/118-leheamer/
119,לְהַאֲמִיר,א - מ - ר,Verb – hif'il,"to soar, to skyrocket",/dict/119-lehaamir/
8388,אֶמִירוּת,א - מ - ר,Noun – feminine,emirate,/dict/8388-emirut/
3217,אִמְרָה,א - מ - ר,"Noun – kitla pattern, feminine","saying, expression",/dict/3217-imra/
55,לוֹמַר,א - מ - ר,Verb – pa'al,"to say, to tell (in the infinitive, imperative and future tense לְהַגִּיד is used instead)",/dict/55-lomar/
5131,מַאֲמָר,א - מ - ר,"Noun – miktal pattern, masculine","article, text; saying, expression",/dict/5131-maamar/
8387,אָמִיר,א - מ - ר,"Noun – katil pattern, masculine","emir, prince, ruler (arabic)",/dict/8387-amir/
5843,הַאֲמָרָה,א - מ - ר,"Noun – haktala pattern, feminine",price increase,/dict/5843-haamara/
121,לְהִתְאַמֵּת,א - מ - ת,Verb – hitpa'el,to be verified,/dict/121-lehitamet/
5116,אִימּוּת,א - מ - ת,"Noun – kittul pattern, masculine","verification, validation",/dict/5116-imut/
5187,אֲמִיתִּי,א - מ - ת,Adjective,"true, correct, real; genuine, original",/dict/5187-amiti/
5188,אֲמִיתָּה,א - מ - ת,Noun – feminine,truth; axiom,/dict/5188-amita/
5186,אֱמֶת,א - מ - ת,Noun – feminine,truth,/dict/5186-emet/
120,לְאַמֵּת,א - מ - ת,Verb – pi'el,"to verify, to validate",/dict/120-leamet/
5189,אֲמִיתּוּת,א - מ - ת,Noun – feminine,"veracity, truthfulness",/dict/5189-amitut/
7279,אָנָּא,-,Adverb,please (formal or poetic),/dict/7279-ana/
8822,אַנְדַּרְטָה,-,Noun – feminine,"monument, statue",/dict/8822-andarta/
4654,אָנוּ,-,Pronoun,we (formal),/dict/4654-anu/
4653,אֲנוֹכִי,-,Pronoun,"I (biblical, poetic)",/dict/4653-anochi/
8810,אֲנוֹכִיּוּת,-,Noun – feminine,"egoism, egotism, self-centeredness",/dict/8810-anochiyut/
8299,אֶנְזִים,-,Noun – masculine,enzyme,/dict/8299-enzim/
122,לְהֵיאָנֵחַ,א - נ - ח,Verb – nif'al,to sigh,/dict/122-leheaneach/
5403,לְהִתְאַנֵּחַ,א - נ - ח,Verb – hitpa'el,to moan,/dict/5403-lehitaneach/
7301,אֲנָחָה,א - נ - ח,"Noun – ktala pattern, feminine","sigh, groan, moan",/dict/7301-anacha/
4648,אֲנַחְנוּ,-,Pronoun,we,/dict/4648-anachnu/
6563,אַנְטִישֶׁמִי,-,Adjective,anti-Semitic,/dict/6563-antishemi/
6564,אַנְטִישֶׁמִיּוּת,-,Noun – feminine,anti-Semitism,/dict/6564-antishemiyut/
4643,אֲנִי,-,Pronoun,I,/dict/4643-ani/
7690,לְהִתְאַנּוֹת,א - נ - ה,Verb – hitpa'el,"to harass, to trouble (ל־)",/dict/7690-lehitanot/
2730,לְאַנּוֹת,א - נ - ה,Verb – pi'el,"to cause, to induce (rare)",/dict/2730-leanot/
6789,תְּאוּנָה,א - נ - ה,Noun – feminine,accident,/dict/6789-teuna/
6942,תַּאֲנִייָּה,א - נ - ה,"Noun – taktela pattern, feminine","mourning, sorrow (poetic), esp. in expression תַּאֲנִיָּה וַאֲנִיָּה",/dict/6942-taaniya/
6670,אֲנָךְ,א - נ - ך,"Noun – ktal pattern, masculine","vertical, perpendicular; plumb line",/dict/6670-anach/
6671,אֲנָכִי,א - נ - ך,Adjective,vertical,/dict/6671-anachi/
6742,מְאוּנָּךְ,א - נ - ך,Adjective – mekuttal pattern,"vertical, perpendicular, upright",/dict/6742-meunach/
123,לְהִתְאוֹנֵן,א - נ - ן,Verb – hitpa'el,"to complain, to grumble",/dict/123-lehitonen/
2667,לְאוֹנֵן,א - נ - ן,Verb – pi'el,"to masturbate; to be lazy, to mess around (slang)",/dict/2667-leonen/
7428,אָנָנָס,-,Noun – masculine,🍍 pineapple,/dict/7428-ananas/
124,לֶאֱנוֹס,א - נ - ס,Verb – pa'al,to rape,/dict/124-leenos/
125,לְהֵיאָנֵס,א - נ - ס,Verb – nif'al,to be raped,/dict/125-leheanes/
126,לְהֵיאָנֵק,א - נ - ק,Verb – nif'al,to moan,/dict/126-leheanek/
8462,אֶנֶרְגְּיָה,-,Noun – feminine,energy,/dict/8462-energya/
5921,אִישִׁיּוּת,א - נ - שׁ,Noun – feminine,"personality, individuality, persona",/dict/5921-ishiyut/
5911,אִישִׁי,א - נ - שׁ,Adjective,"personal, prívate, individual",/dict/5911-ishi/
7192,נָשִׁיּוּת,א - נ - שׁ,Noun – feminine,femininity,/dict/7192-nashiyut/
6984,אֱנוֹשׁוּת,א - נ - שׁ,Noun – feminine,"mankind, humanity",/dict/6984-enoshut/
5922,אִישִׁית,א - נ - שׁ,Adverb,personally,/dict/5922-ishit/
3307,אִישׁ,א - נ - שׁ,Noun – masculine,"man, person; husband (rare); anybody, nobody (formal, in negative constructions)",/dict/3307-ish/
4220,אִישָּׁה,א - נ - שׁ,Noun – feminine,"woman; wife, spouse",/dict/4220-isha/
4221,אֱנוֹשׁ,א - נ - שׁ,Noun – masculine,"man, human (in idioms)",/dict/4221-enosh/
7640,אֱנוֹשִׁי,א - נ - שׁ,Adjective,human; humane,/dict/7640-enoshi/
8215,לְהַאֲנִישׁ,א - נ - שׁ,Verb – hif'il,to anthropomorphize,/dict/8215-lehaanish/
8418,אִישִׁים,א - נ - שׁ,Noun – masculine,"personalities, personages; celebrities, important persons",/dict/8418-ishim/
7191,נָשִׁי,א - נ - שׁ,Adjective,"feminine, effeminate",/dict/7191-nashi/
4771,אָסוֹן,-,Noun – masculine,"tragedy, catastrophe",/dict/4771-ason/
5218,אַסְטְרוֹנוֹמְיָה,-,Noun – feminine,astronomy,/dict/5218-astronomya/
5896,אַסְלָה,א - ס - ל,"Noun – katla pattern, feminine",toilet bowl,/dict/5896-asla/
127,לְהִתְאַסְלֵם,א - ס - ל - ם,Verb – hitpa'el,to convert to Islam,/dict/127-lehitaslem/
8718,אָסָם,א - ס - ם,"Noun – katal pattern, masculine","granary, barn",/dict/8718-asam/
129,לְהֵיאָסֵף,א - ס - ף,Verb – nif'al,to be collected,/dict/129-leheasef/
130,לְהִתְאַסֵּף,א - ס - ף,Verb – hitpa'el,"to assemble, to congregate",/dict/130-lehitasef/
5660,אוֹסֶף,א - ס - ף,"Noun – kotel pattern, masculine","collection, assortment",/dict/5660-osef/
7110,אֲסֵיפָה,א - ס - ף,"Noun – ktela pattern, feminine","meeting, gathering, assembly",/dict/7110-asefa/
3418,אַסְפָן,א - ס - ף,"Noun – katlan pattern, masculine","collector (of stamps, etc.)",/dict/3418-asfan/
7899,אִיסּוּף,א - ס - ף,"Noun – kittul pattern, masculine","collection, gathering, accumulation",/dict/7899-isuf/
128,לֶאֱסוֹף,א - ס - ף,Verb – pa'al,"to collect, to pick up, to reap",/dict/128-leesof/
2951,אִיסּוּר,א - ס - ר,"Noun – kittul pattern, masculine","prohibition, ban",/dict/2951-isur/
4256,אָסוּר,א - ס - ר,Adjective – katul pattern,"prohibited, forbidden",/dict/4256-asur/
4257,אָסִיר,א - ס - ר,"Noun – katil pattern, masculine",prisoner,/dict/4257-asir/
132,לְהֵיאָסֵר,א - ס - ר,Verb – nif'al,"to be prohibited, to be imprisoned",/dict/132-leheaser/
131,לֶאֱסוֹר,א - ס - ר,Verb – pa'al,"to prohibit, to ban; to imprison",/dict/131-leesor/
7228,מַאֲסָר,א - ס - ר,"Noun – miktal pattern, masculine","imprisonment, incarceration",/dict/7228-maasar/
8603,אֵפוֹא,-,Adverb,"therefore, hence",/dict/8603-efo/
134,לְהֵיאָפוֹת,א - פ - ה,Verb – nif'al,to be baked,/dict/134-leheafot/
133,לֶאֱפוֹת,א - פ - ה,Verb – pa'al,to bake,/dict/133-leefot/
7604,אוֹפְייָן,א - פ - ה,Noun – masculine,characteristic,/dict/7604-ofyan/
7603,אוֹפִי,א - פ - ה,"Noun – kotel pattern, masculine",character; personality,/dict/7603-ofi/
6994,מַאֲפִיָּה,א - פ - ה,"Noun – miktala pattern, feminine",bakery,/dict/6994-maafiya/
7605,אוֹפְייָנִי,א - פ - ה,Adjective,"typical, characteristic of",/dict/7605-ofyani/
